Shipment Date,CountryName,Product,BDS$_Value,,,,,,,
18-Mar-14,United States,RUM,"$320,930.06",,,,,,,
18-Mar-14,United States,TORTUGA RUM CAKES,"$126,037.60",,,,,,,
18-Mar-14,Canada,RUM,"$240,886.96",,,,,,,
19-Mar-14,United States,RUM,"$59,321.80",,,,,,,
19-Mar-14,United States,RUM,"$59,321.80",,,,,,,
19-Mar-14,Canada,RUM,"$240,584.10",,,,,,,
20-Mar-14,United States,RESISTORS,"$199,505.14",,,,,,,
21-Mar-14,United States,RUM,"$558,711.03",,,,,,,
24-Mar-14,United States,RUM,"$190,207.06",,,,,,,
24-Mar-14,Canada,CUT FLOWERS,$698.00,,,,,,,
24-Mar-14,Canada,CUT FLOWERS,$786.48,,,,,,,
25-Mar-14,United States,PEPPER,"$8,073.28",,,,,,,
25-Mar-14,United States,UNSWEETENED BISCUITS,"$37,552.40",,,,,,,
25-Mar-14,United States,SAILS,"$2,889.60",,,,,,,
25-Mar-14,United States,SAILS,"$20,176.70",,,,,,,
25-Mar-14,United States,SAILS,"$9,472.26",,,,,,,
25-Mar-14,United States,SAILS,"$17,420.00",,,,,,,
25-Mar-14,United States,SAILS,"$5,216.26",,,,,,,
25-Mar-14,United States,SAILS,"$1,284.80",,,,,,,
25-Mar-14,United States,RESISTORS,"$1,056.00",,,,,,,
25-Mar-14,Canada,RUM,"$66,460.80",,,,,,,
25-Mar-14,Canada,RUM,"$120,962.24",,,,,,,
25-Mar-14,Canada,RUM,"$241,145.20",,,,,,,
26-Mar-14,United States,UNSWEETENED BISCUITS,"$39,376.10",,,,,,,
26-Mar-14,United States,RUM,"$60,335.92",,,,,,,
26-Mar-14,United States,RUM,"$60,044.74",,,,,,,
26-Mar-14,United States,RUM,"$118,511.00",,,,,,,
26-Mar-14,Canada,RUM,"$179,660.50",,,,,,,
27-Mar-14,United States,RESISTORS,"$155,971.54",,,,,,,
27-Mar-14,United States,RUM,"$209,374.10",,,,,,,
27-Mar-14,Canada,SAILS,"$2,032.00",,,,,,,
31-Mar-14,United States,UNSWEETENED BISCUITS,"$39,376.10",,,,,,,
31-Mar-14,United States,BREADFRUIT,"$2,000.00",,,,,,,
31-Mar-14,United States,RESISTORS,"$231,184.62",,,,,,,
31-Mar-14,Canada,CUT FLOWERS,$633.00,,,,,,,
31-Mar-14,Canada,CUT FLOWERS,$786.48,,,,,,,
01-Apr-14,United States,SAILS,"$6,172.00",,,,,,,
01-Apr-14,United States,SAILS,"$1,226.88",,,,,,,
01-Apr-14,United States,SAILS,"$16,995.90",,,,,,,
02-Apr-14,United States,UNSWEETENED BISCUITS,"$79,191.50",,,,,,,
02-Apr-14,United States,TORTUGA RUM CAKES,"$124,489.60",,,,,,,
04-Apr-14,United States,UNSWEETENED BISCUITS,"$41,027.70",,,,,,,
04-Apr-14,United States,RUM,"$119,006.40",,,,,,,
04-Apr-14,Canada,RUM,"$240,214.86",,,,,,,
04-Apr-14,Canada,RUM,"$121,183.16",,,,,,,
07-Apr-14,United States,BREADFRUIT,"$2,000.00",,,,,,,
07-Apr-14,Canada,BREADFRUIT,"$2,000.00",,,,,,,
08-Apr-14,United States,SAILS,"$5,834.00",,,,,,,
08-Apr-14,United States,UNSWEETENED BISCUITS,"$34,375.28",,,,,,,
08-Apr-14,United States,SAILS,"$12,426.00",,,,,,,
08-Apr-14,United States,SAILS,"$2,900.00",,,,,,,
08-Apr-14,United States,SAILS,"$3,160.00",,,,,,,
08-Apr-14,United States,SAILS,"$19,872.14",,,,,,,
08-Apr-14,United States,SAILS,"$1,052.00",,,,,,,
08-Apr-14,United States,SAILS,"$1,054.00",,,,,,,
08-Apr-14,United States,USED VEGETABLE OIL,"$1,200.00",,,,,,,
08-Apr-14,United States,SWEETENED BISCUITS,"$45,811.04",,,,,,,
08-Apr-14,United States,RESISTORS,"$260,727.00",,,,,,,
08-Apr-14,United States,RUM,"$396,216.12",,,,,,,
08-Apr-14,Canada,CONDIMENTS,$633.00,,,,,,,
08-Apr-14,Canada,CONDIMENTS,$656.24,,,,,,,
09-Apr-14,United States,RUM,"$59,645.24",,,,,,,
10-Apr-14,United States,RUM,"$512,450.06",,,,,,,
11-Apr-14,United States,RUM,"$265,468.52",,,,,,,
11-Apr-14,United States,RUM,"$213,666.86",,,,,,,
11-Apr-14,United States,RUM,"$481,512.00",,,,,,,
11-Apr-14,United States,RUM,"$60,015.00",,,,,,,
11-Apr-14,Canada,SWEETENED & UNSWEETENED BISCUITS,"$30,810.00",,,,,,,
14-Apr-14,United States,UNSWEETENED BISCUITS,"$37,134.40",,,,,,,
14-Apr-14,United States,PAINTINGS,"$2,500.00",,,,,,,
14-Apr-14,United States,RUM,"$457,905.72",,,,,,,
14-Apr-14,Canada,CUT FLOWERS,"$1,266.00",,,,,,,
14-Apr-14,Canada,CUT FLOWERS,"$1,312.48",,,,,,,
15-Apr-14,United States,FRUTEE,"$12,233.94",,,,,,,
15-Apr-14,United States,JUICE DRINKS,"$5,499.05",,,,,,,
15-Apr-14,United States,MALT,"$4,821.00",,,,,,,
15-Apr-14,United States,SWEETENED & UNSWEETENED BISCUITS,"$34,925.28",,,,,,,
15-Apr-14,United States,SAILS,"$1,175.00",,,,,,,
15-Apr-14,United States,SAILS,$738.12,,,,,,,
15-Apr-14,United States,SAILS,"$2,887.00",,,,,,,
15-Apr-14,United States,SAILS,"$1,315.20",,,,,,,
15-Apr-14,United States,SAILS,"$16,540.10",,,,,,,
15-Apr-14,United States,SAILS,"$1,581.20",,,,,,,
15-Apr-14,United States,SAILS,"$1,277.20",,,,,,,
15-Apr-14,Canada,SAILS,$892.50,,,,,,,
15-Apr-14,Canada,SAILS,"$2,424.24",,,,,,,
15-Apr-14,Canada,SWEETENED & UNSWEETENED BISCUITS,"$28,949.80",,,,,,,
16-Apr-14,United States,UNSWEETENED BISCUITS,"$73,547.82",,,,,,,
16-Apr-14,United States,RESISTORS,"$218,793.10",,,,,,,
17-Apr-14,United States,SAILS,"$1,596.24",,,,,,,
17-Apr-14,United States,RUM,"$60,015.00",,,,,,,
17-Apr-14,Canada,RUM,"$436,291.84",,,,,,,
22-Apr-14,United States,FLAVOURED SYRUPS,"$5,875.00",,,,,,,
22-Apr-14,United States,MAUBY SYRUP,"$35,250.00",,,,,,,
22-Apr-14,United States,SWEETENED BISCUITS,"$14,598.36",,,,,,,
22-Apr-14,United States,UNSWEETENED BISCUITS,"$12,796.00",,,,,,,
22-Apr-14,United States,RUM,"$396,216.12",,,,,,,
23-Apr-14,United States,SAILS,"$2,258.60",,,,,,,
23-Apr-14,United States,SAILS,"$7,669.46",,,,,,,
23-Apr-14,United States,SAILS,"$2,275.00",,,,,,,
23-Apr-14,United States,SAILS,"$5,607.72",,,,,,,
23-Apr-14,United States,SAILS,"$5,879.32",,,,,,,
23-Apr-14,United States,SAILS,"$7,554.00",,,,,,,
23-Apr-14,United States,SAILS,"$2,114.92",,,,,,,
23-Apr-14,United States,SAILS,"$4,900.00",,,,,,,
23-Apr-14,United States,SAILS,"$1,391.20",,,,,,,
23-Apr-14,United States,RESISTORS,"$120,769.78",,,,,,,
23-Apr-14,United States,SAILS,"$9,180.00",,,,,,,
23-Apr-14,United States,TORTUGA RUM CAKES,"$134,480.60",,,,,,,
23-Apr-14,Canada,CUT FLOWERS,"$1,396.00",,,,,,,
23-Apr-14,Canada,CUT FLOWERS,"$5,345.96",,,,,,,
24-Apr-14,United States,CORN MEAL,"$4,744.12",,,,,,,
24-Apr-14,United States,CURRY,"$3,953.78",,,,,,,
24-Apr-14,United States,GINGER BEER SYRUP,"$3,388.66",,,,,,,
24-Apr-14,United States,MAUBY SYRUP,"$3,065.43",,,,,,,
24-Apr-14,Canada,RUM,"$168,988.90",,,,,,,
25-Apr-14,United States,RUM,"$238,503.66",,,,,,,
25-Apr-14,Canada,RUM,"$235,707.08",,,,,,,
29-Apr-14,United States,MALT,"$28,000.00",,,,,,,
29-Apr-14,United States,SWEETENED BISCUITS,"$25,711.56",,,,,,,
29-Apr-14,United States,UNSWEETENED BISCUITS,"$7,920.50",,,,,,,
29-Apr-14,United States,RUM,"$9,900.00",,,,,,,
29-Apr-14,United States,RUM,"$184,080.00",,,,,,,
29-Apr-14,United States,RUM,"$178,775.58",,,,,,,
30-Apr-14,United States,SAILS,"$7,240.00",,,,,,,
30-Apr-14,United States,SAILS,"$11,372.00",,,,,,,
30-Apr-14,United States,SAILS,"$4,121.40",,,,,,,
30-Apr-14,United States,SAILS,$948.10,,,,,,,
30-Apr-14,United States,SAILS,"$12,142.00",,,,,,,
30-Apr-14,United States,BEER,"$21,429.33",,,,,,,
30-Apr-14,United States,SHANDY,"$10,714.67",,,,,,,
30-Apr-14,United States,RUM,"$60,182.38",,,,,,,
30-Apr-14,Canada,CUT FLOWERS,$633.00,,,,,,,
30-Apr-14,Canada,CUT FLOWERS,$593.74,,,,,,,
02-May-14,United States,RESISTORS,"$225,043.68",,,,,,,
02-May-14,United States,RUM,"$168,752.88",,,,,,,
02-May-14,Canada,RUM,"$177,247.42",,,,,,,
05-May-14,Canada,CUT FLOWERS,$633.00,,,,,,,
05-May-14,Canada,CUT FLOWERS,$593.74,,,,,,,
06-May-14,United States,UNSWEETENED BISCUITS,"$76,244.42",,,,,,,
06-May-14,United States,SAILS,"$3,791.82",,,,,,,
06-May-14,United States,SAILS,"$26,683.72",,,,,,,
06-May-14,United States,SAILS,"$1,410.80",,,,,,,
06-May-14,United States,RESISTORS,"$90,902.10",,,,,,,
06-May-14,Canada,SAILS,"$3,005.00",,,,,,,
07-May-14,United States,RUM,"$58,439.88",,,,,,,
07-May-14,Canada,RUM,"$218,669.46",,,,,,,
12-May-14,United States,RUM,"$744,899.14",,,,,,,
12-May-14,United States,RUM,"$142,126.14",,,,,,,
12-May-14,Canada,CUT FLOWERS,$633.00,,,,,,,
12-May-14,Canada,"CONDIMENTS, SAUCES & SEASONINGS","$26,592.40",,,,,,,
12-May-14,Canada,CUT FLOWERS,$593.74,,,,,,,
13-May-14,United States,SAILS,"$8,820.16",,,,,,,
13-May-14,United States,SAILS,"$7,246.00",,,,,,,
13-May-14,United States,SAILS,"$3,775.08",,,,,,,
13-May-14,United States,SAILS,"$9,274.00",,,,,,,
13-May-14,United States,SAILS,"$10,818.10",,,,,,,
13-May-14,United States,SAILS,"$1,108.26",,,,,,,
13-May-14,United States,SAILS,$722.00,,,,,,,
14-May-14,United States,RUM,"$58,317.16",,,,,,,
14-May-14,United States,RUM,"$59,264.76",,,,,,,
14-May-14,United States,RUM,"$116,496.00",,,,,,,
14-May-14,United States,CRAFT,$700.00,,,,,,,
14-May-14,United States,RUM,"$30,255.69",,,,,,,
14-May-14,Canada,SWEETENED BISCUITS,"$26,527.50",,,,,,,
14-May-14,Canada,RUM,"$436,674.68",,,,,,,
14-May-14,Canada,CUT FLOWERS,"$3,290.00",,,,,,,
14-May-14,Canada,CUT FLOWERS,"$3,231.70",,,,,,,
15-May-14,United States,RESISTORS,"$230,356.86",,,,,,,
15-May-14,United States,RESISTORS,"$1,620.00",,,,,,,
16-May-14,Canada,MARGARINE,"$2,513.40",,,,,,,
19-May-14,Canada,RUM,"$59,852.80",,,,,,,
19-May-14,Canada,RUM,"$104,581.12",,,,,,,
19-May-14,Canada,RUM,"$330,572.72",,,,,,,
20-May-14,United States,COCONUT COOLERS,"$1,000.00",,,,,,,
20-May-14,United States,FRUTEE,"$11,850.00",,,,,,,
20-May-14,United States,JUICE DRINKS,"$16,525.00",,,,,,,
20-May-14,United States,TGA  FLAVOURED MILK,"$2,100.00",,,,,,,
20-May-14,United States,UNSWEETENED BISCUITS,"$77,181.42",,,,,,,
20-May-14,United States,SAILS,"$1,956.68",,,,,,,
20-May-14,United States,SAILS,"$3,067.62",,,,,,,
20-May-14,United States,SAILS,"$6,095.90",,,,,,,
20-May-14,United States,SAILS,"$5,665.96",,,,,,,
20-May-14,United States,SAILS,"$2,288.20",,,,,,,
20-May-14,United States,RUM,"$299,220.06",,,,,,,
20-May-14,United States,RUM,"$201,506.70",,,,,,,
20-May-14,United States,SAILS,$658.00,,,,,,,
20-May-14,Canada,SAILS,"$6,964.08",,,,,,,
21-May-14,United States,RESISTORS,"$202,219.94",,,,,,,
21-May-14,Canada,RUM,"$118,657.26",,,,,,,
21-May-14,Canada,RUM,"$218,814.04",,,,,,,
21-May-14,Canada,SYRUPS,"$29,939.00",,,,,,,
26-May-14,United States,RUM,"$843,608.32",,,,,,,
27-May-14,United States,SAILS,"$1,064.00",,,,,,,
27-May-14,United States,SAILS,"$4,438.00",,,,,,,
27-May-14,United States,SAILS,"$7,527.40",,,,,,,
27-May-14,United States,SAILS,"$13,090.92",,,,,,,
27-May-14,United States,SAILS,"$3,043.58",,,,,,,
27-May-14,United States,SAILS,"$19,065.20",,,,,,,
27-May-14,United States,SAILS,"$4,614.00",,,,,,,
27-May-14,United States,SWEETENED BISCUITS,"$79,851.60",,,,,,,
27-May-14,United States,CHOCOLATE,"$5,112.00",,,,,,,
29-May-14,United States,RUM,"$119,997.96",,,,,,,
29-May-14,Canada,RUM,"$177,376.88",,,,,,,
29-May-14,Canada,RUM,"$129,682.98",,,,,,,
29-May-14,Canada,JUICE DRINKS,"$5,950.00",,,,,,,
29-May-14,Canada,ORANGE JUICE UNSWEETENED ,$460.00,,,,,,,
30-May-14,United States,RESISTORS,"$252,148.48",,,,,,,
30-May-14,United States,RUM,"$316,882.16",,,,,,,
30-May-14,United States,RESISTORS,$445.00,,,,,,,
02-Jun-14,United States,RUM,"$279,876.00",,,,,,,
02-Jun-14,Canada,RUM,"$118,868.46",,,,,,,
02-Jun-14,Canada,RUM,"$218,962.02",,,,,,,
03-Jun-14,United States,SAILS,"$1,031.00",,,,,,,
03-Jun-14,United States,SAILS,"$3,228.48",,,,,,,
03-Jun-14,United States,SAILS,"$3,339.52",,,,,,,
03-Jun-14,United States,SAILS,"$7,978.64",,,,,,,
03-Jun-14,United States,RUM,"$379,666.16",,,,,,,
04-Jun-14,United States,SAILS,"$6,864.00",,,,,,,
06-Jun-14,United States,RESISTORS,"$170,628.08",,,,,,,
10-Jun-14,United States,RUM,"$59,935.00",,,,,,,
10-Jun-14,United States,RUM,"$863,924.32",,,,,,,
10-Jun-14,United States,RUM,"$120,130.00",,,,,,,
10-Jun-14,Canada,RUM,"$218,271.10",,,,,,,
11-Jun-14,United States,SAILS,"$6,790.00",,,,,,,
11-Jun-14,United States,SAILS,"$2,524.00",,,,,,,
11-Jun-14,United States,SAILS,"$2,844.00",,,,,,,
11-Jun-14,United States,SAILS,"$4,790.00",,,,,,,
11-Jun-14,United States,SAILS,"$7,279.00",,,,,,,
11-Jun-14,United States,SAILS,"$7,060.24",,,,,,,
11-Jun-14,United States,SAILS,"$10,865.80",,,,,,,
11-Jun-14,United States,SAILS,"$4,630.00",,,,,,,
11-Jun-14,Canada,SAILS,$696.00,,,,,,,
16-Jun-14,United States,RESISTORS,"$251,063.36",,,,,,,
16-Jun-14,United States,RUM,"$374,866.16",,,,,,,
16-Jun-14,United States,RUM,"$150,809.08",,,,,,,
16-Jun-14,United States,TORTUGA RUM CAKES,"$125,521.60",,,,,,,
16-Jun-14,United States,RUM,"$118,355.12",,,,,,,
16-Jun-14,Canada,RUM,"$59,200.94",,,,,,,
17-Jun-14,United States,SWEETENED BISCUITS,"$37,408.00",,,,,,,
17-Jun-14,United States,SAILS,"$3,367.00",,,,,,,
17-Jun-14,United States,SAILS,"$2,507.20",,,,,,,
17-Jun-14,United States,SAILS,"$11,393.52",,,,,,,
17-Jun-14,United States,SAILS,"$7,148.00",,,,,,,
17-Jun-14,United States,SAILS,"$4,099.50",,,,,,,
18-Jun-14,United States,RUM,"$152,765.56",,,,,,,
19-Jun-14,United States,RESISTORS,"$255,927.00",,,,,,,
23-Jun-14,United States,UNSWEETENED BISCUITS,"$37,756.80",,,,,,,
23-Jun-14,Canada,CUT FLOWERS,"$2,352.00",,,,,,,
23-Jun-14,Canada,CUT FLOWERS,"$2,305.96",,,,,,,
24-Jun-14,United States,SAILS,"$5,192.00",,,,,,,
24-Jun-14,United States,SAILS,"$2,340.00",,,,,,,
24-Jun-14,United States,SAILS,"$1,878.80",,,,,,,
24-Jun-14,United States,SAILS,"$8,264.90",,,,,,,
24-Jun-14,United States,SAILS,"$1,708.80",,,,,,,
24-Jun-14,United States,SAILS,"$2,050.00",,,,,,,
25-Jun-14,United States,RUM,"$167,683.96",,,,,,,
26-Jun-14,United States,RUM,"$58,328.68",,,,,,,
26-Jun-14,United States,RUM,"$442,900.00",,,,,,,
26-Jun-14,United States,RUM,"$61,297.98",,,,,,,
26-Jun-14,United States,RUM,"$120,300.98",,,,,,,
26-Jun-14,Canada,RUM,"$218,494.30",,,,,,,
27-Jun-14,United States,RUM,"$118,118.32",,,,,,,
27-Jun-14,United States,TORTUGA RUM CAKES,"$138,067.20",,,,,,,
27-Jun-14,Canada,RUM,"$354,581.42",,,,,,,
30-Jun-14,United States,RESISTORS,"$357,302.56",,,,,,,
30-Jun-14,United States,RUM,"$448,731.24",,,,,,,
01-Jul-14,United States,SAILS,"$2,560.00",,,,,,,
01-Jul-14,United States,COCONUT COOLERS,"$2,057.14",,,,,,,
01-Jul-14,United States,FRUTEE,"$9,105.78",,,,,,,
01-Jul-14,United States,JUICE DRINKS,"$26,294.22",,,,,,,
01-Jul-14,United States,MALT,"$26,742.86",,,,,,,
01-Jul-14,United States,SAILS,"$10,457.82",,,,,,,
01-Jul-14,United States,SAILS,"$4,084.00",,,,,,,
01-Jul-14,United States,SAILS,"$10,125.60",,,,,,,
01-Jul-14,United States,SAILS,"$18,400.00",,,,,,,
01-Jul-14,United States,SAILS,"$2,825.22",,,,,,,
01-Jul-14,United States,SAILS,"$7,681.90",,,,,,,
01-Jul-14,United States,SAILS,"$10,168.00",,,,,,,
01-Jul-14,Canada,RUM,"$66,058.72",,,,,,,
01-Jul-14,Canada,RUM,"$72,585.64",,,,,,,
01-Jul-14,Canada,SAILS,"$2,553.00",,,,,,,
02-Jul-14,United States,RUM,"$49,920.04",,,,,,,
02-Jul-14,United States,RUM,"$59,199.70",,,,,,,
03-Jul-14,United States,RUM,"$497,676.00",,,,,,,
08-Jul-14,United States,SAILS,"$7,132.50",,,,,,,
08-Jul-14,United States,SAILS,"$1,360.00",,,,,,,
08-Jul-14,United States,SAILS,"$21,002.44",,,,,,,
08-Jul-14,United States,SAILS,"$2,087.40",,,,,,,
08-Jul-14,United States,SAILS,"$7,255.00",,,,,,,
08-Jul-14,United States,RUM,"$453,111.24",,,,,,,
08-Jul-14,United States,BEER,"$53,312.00",,,,,,,
08-Jul-14,United States,SHANDY,"$5,184.00",,,,,,,
08-Jul-14,Canada,SWEETENED & UNSWEETENED BISCUITS,"$36,954.00",,,,,,,
09-Jul-14,United States,RUM,"$59,583.40",,,,,,,
09-Jul-14,United States,RUM,"$59,691.40",,,,,,,
09-Jul-14,Canada,RUM,"$219,293.42",,,,,,,
10-Jul-14,United States,TORTUGA RUM CAKES,"$138,403.20",,,,,,,
14-Jul-14,United States,USED VEGETABLE OIL,"$1,200.00",,,,,,,
14-Jul-14,Canada,CUT FLOWERS,"$1,734.00",,,,,,,
14-Jul-14,Canada,CUT FLOWERS,"$1,768.22",,,,,,,
15-Jul-14,United States,SAILS,"$3,652.72",,,,,,,
15-Jul-14,United States,SAILS,"$3,634.00",,,,,,,
15-Jul-14,United States,SAILS,"$2,994.70",,,,,,,
15-Jul-14,United States,SAILS,"$1,128.00",,,,,,,
15-Jul-14,United States,USED MOTOR OIL,"$2,400.00",,,,,,,
15-Jul-14,Canada,RUM,"$127,979.70",,,,,,,
16-Jul-14,United States,BEER,"$18,474.61",,,,,,,
16-Jul-14,United States,JUICE DRINKS,"$6,069.05",,,,,,,
16-Jul-14,United States,MALT,"$2,057.31",,,,,,,
16-Jul-14,United States,PINEAPPLE JUICE,"$1,285.82",,,,,,,
16-Jul-14,United States,SENSATION C/B/S JUICE,$416.60,,,,,,,
16-Jul-14,United States,SENSATION JUICE,$416.60,,,,,,,
17-Jul-14,United States,LABELS,$685.22,,,,,,,
18-Jul-14,United States,RESISTORS,"$250,361.14",,,,,,,
18-Jul-14,United States,RUM,"$559,618.16",,,,,,,
21-Jul-14,United States,SWEETENED BISCUITS,"$20,407.68",,,,,,,
21-Jul-14,United States,UNSWEETENED BISCUITS,"$15,493.80",,,,,,,
21-Jul-14,United States,RUM,"$265,468.52",,,,,,,
21-Jul-14,United States,SWEETENED BISCUITS,"$45,877.44",,,,,,,
21-Jul-14,United States,RUM,"$650,650.24",,,,,,,
21-Jul-14,United States,RUM,"$59,567.54",,,,,,,
21-Jul-14,Canada,RUM,"$119,353.54",,,,,,,
21-Jul-14,Canada,RUM,"$219,164.84",,,,,,,
22-Jul-14,United States,BEER,"$31,680.00",,,,,,,
23-Jul-14,United States,SAILS,"$1,423.00",,,,,,,
23-Jul-14,United States,SAILS,$960.00,,,,,,,
23-Jul-14,United States,SAILS,"$1,200.00",,,,,,,
23-Jul-14,United States,SAILS,"$5,936.58",,,,,,,
23-Jul-14,United States,SAILS,"$10,400.00",,,,,,,
23-Jul-14,United States,SAILS,"$6,823.52",,,,,,,
23-Jul-14,United States,SAILS,"$4,456.00",,,,,,,
25-Jul-14,United States,RUM,"$823,597.40",,,,,,,
25-Jul-14,United States,RUM,"$235,296.00",,,,,,,
28-Jul-14,United States,RUM,"$59,021.02",,,,,,,
28-Jul-14,Canada,RUM,"$218,859.64",,,,,,,
29-Jul-14,United States,MAUBY SYRUP,"$34,310.00",,,,,,,
29-Jul-14,United States,SWEETENED BISCUITS,"$24,595.92",,,,,,,
29-Jul-14,United States,UNSWEETENED BISCUITS,"$13,573.96",,,,,,,
29-Jul-14,United States,SAILS,"$4,789.98",,,,,,,
29-Jul-14,United States,SAILS,"$2,939.00",,,,,,,
29-Jul-14,United States,SAILS,"$26,641.60",,,,,,,
29-Jul-14,United States,SAILS,"$6,704.66",,,,,,,
29-Jul-14,United States,RUM,"$197,657.28",,,,,,,
29-Jul-14,United States,TORTUGA RUM CAKES,"$138,384.00",,,,,,,
29-Jul-14,Canada,SAILS,"$5,952.00",,,,,,,
30-Jul-14,Canada,RUM,"$89,830.88",,,,,,,
05-Aug-14,United States,CONDIMENTS,"$30,170.00",,,,,,,
05-Aug-14,United States,RUM,"$30,344.54",,,,,,,
05-Aug-14,United States,RUM,"$170,800.00",,,,,,,
05-Aug-14,United States,RUM,"$118,322.74",,,,,,,
05-Aug-14,Canada,RUM,"$238,044.92",,,,,,,
05-Aug-14,Canada,CUT FLOWERS,"$1,161.00",,,,,,,
05-Aug-14,Canada,CUT FLOWERS,"$1,180.98",,,,,,,
06-Aug-14,United States,MARGARINE,"$9,932.00",,,,,,,
06-Aug-14,United States,SAILS,$560.00,,,,,,,
06-Aug-14,United States,SAILS,"$1,184.00",,,,,,,
06-Aug-14,United States,SAILS,"$19,193.72",,,,,,,
06-Aug-14,United States,SAILS,"$1,325.96",,,,,,,
06-Aug-14,United States,RUM,"$374,866.16",,,,,,,
07-Aug-14,United States,SAILS,"$14,662.78",,,,,,,
07-Aug-14,Canada,SWEETENED & UNSWEETENED BISCUITS,"$36,866.00",,,,,,,
11-Aug-14,United States,UNSWEETENED BISCUITS,"$40,084.62",,,,,,,
11-Aug-14,Canada,RUM,"$48,072.64",,,,,,,
11-Aug-14,Canada,RUM,"$95,767.84",,,,,,,
11-Aug-14,Canada,RUM,"$118,953.30",,,,,,,
11-Aug-14,Canada,RUM,"$293,635.28",,,,,,,
12-Aug-14,United States,SAILS,"$7,410.00",,,,,,,
12-Aug-14,United States,SAILS,"$6,816.46",,,,,,,
12-Aug-14,United States,SAILS,"$3,444.86",,,,,,,
12-Aug-14,United States,SAILS,"$4,912.22",,,,,,,
12-Aug-14,United States,SAILS,"$1,127.60",,,,,,,
12-Aug-14,United States,SAILS,"$2,567.60",,,,,,,
12-Aug-14,United States,SAILS,"$8,958.00",,,,,,,
12-Aug-14,United States,RUM,"$411,718.16",,,,,,,
13-Aug-14,United States,FLAVOURED SYRUPS,"$27,260.00",,,,,,,
13-Aug-14,United States,SUGAR CONFECTIONERY,"$3,193.75",,,,,,,
13-Aug-14,United States,TORTUGA RUM CAKES,"$65,119.20",,,,,,,
14-Aug-14,United States,RUM CAKES,"$128,933.60",,,,,,,
14-Aug-14,Canada,BREADFRUIT,"$2,000.00",,,,,,,
15-Aug-14,United States,UNSWEETENED BISCUITS,"$39,702.10",,,,,,,
18-Aug-14,United States,CONDIMENTS,"$5,162.66",,,,,,,
18-Aug-14,United States,RUM,"$574,935.24",,,,,,,
18-Aug-14,Canada,CUT FLOWERS,"$1,146.00",,,,,,,
18-Aug-14,Canada,CUT FLOWERS,"$1,249.98",,,,,,,
19-Aug-14,United States,SAILS,"$4,011.28",,,,,,,
19-Aug-14,United States,SAILS,"$1,190.80",,,,,,,
19-Aug-14,United States,SAILS,"$1,520.00",,,,,,,
20-Aug-14,United States,MAUBY SYRUP,"$23,970.00",,,,,,,
21-Aug-14,United States,RESISTORS,"$417,021.80",,,,,,,
22-Aug-14,United States,BREADFRUIT,"$2,500.00",,,,,,,
22-Aug-14,United States,RUM,"$59,734.28",,,,,,,
22-Aug-14,United States,RUM,"$59,558.04",,,,,,,
22-Aug-14,Canada,RUM,"$219,376.38",,,,,,,
22-Aug-14,Canada,RUM,"$71,760.00",,,,,,,
22-Aug-14,Canada,BREADFRUIT,"$2,000.00",,,,,,,
25-Aug-14,United States,SWEETENED BISCUITS,"$43,614.44",,,,,,,
25-Aug-14,United States,RUM,"$131,849.08",,,,,,,
26-Aug-14,United States,PINEAPPLE JUICE,"$30,400.00",,,,,,,
27-Aug-14,United States,RUM,"$59,893.34",,,,,,,
27-Aug-14,United States,RESISTORS,"$473,899.96",,,,,,,
27-Aug-14,United States,RUM,"$235,296.00",,,,,,,
27-Aug-14,United States,TORTUGA RUM CAKES,"$138,470.40",,,,,,,
27-Aug-14,United States,RUM,"$59,548.68",,,,,,,
27-Aug-14,Canada,RUM,"$174,913.76",,,,,,,
27-Aug-14,Canada,RUM,"$304,912.72",,,,,,,
29-Aug-14,United States,AERATED BEVERAGES,"$29,410.00",,,,,,,
29-Aug-14,United States,RUM,"$79,810.82",,,,,,,
29-Aug-14,United States,RUM,"$95,736.98",,,,,,,
29-Aug-14,United States,RUM,"$69,300.00",,,,,,,
29-Aug-14,United States,USED VEGETABLE OIL,"$1,200.00",,,,,,,
29-Aug-14,United States,RUM,"$470,592.00",,,,,,,
29-Aug-14,United States,RUM,"$119,475.36",,,,,,,
29-Aug-14,Canada,RUM,"$219,109.52",,,,,,,
01-Sep-14,United States,BREADFRUIT,"$2,500.00",,,,,,,
01-Sep-14,United States,RUM,"$823,501.40",,,,,,,
01-Sep-14,Canada,CUT FLOWERS,"$1,146.00",,,,,,,
01-Sep-14,Canada,CUT FLOWERS,"$1,243.48",,,,,,,
01-Sep-14,Canada,BREADFRUIT,"$2,000.00",,,,,,,
02-Sep-14,United States,UNSWEETENED BISCUITS,"$40,539.28",,,,,,,
04-Sep-14,United States,RUM,"$75,838.06",,,,,,,
04-Sep-14,United States,RUM,"$442,309.76",,,,,,,
04-Sep-14,United States,RUM,"$143,289.88",,,,,,,
08-Sep-14,United States,SWEETENED & UNSWEETENED BISCUITS,"$39,603.62",,,,,,,
08-Sep-14,United States,RUM,"$60,105.06",,,,,,,
08-Sep-14,United States,RUM,"$59,745.06",,,,,,,
08-Sep-14,United States,RUM,"$316,882.16",,,,,,,
08-Sep-14,United States,RUM,"$156,926.20",,,,,,,
08-Sep-14,United States,TORTUGA RUM CAKES,"$65,744.00",,,,,,,
08-Sep-14,United States,RUM,"$59,655.06",,,,,,,
